,Name,EncodeID,OccurTimes
170,00738D0EBAF6078A,170,2
171,007512715CF1BFF6,171,2
172,0075558709ACFECF,172,5
173,0076E9B8CCAFDB78,173,2
174,0078CD183F3C277B,174,3
175,007996A946BE2583,175,16
176,0079E319AEA6517E,176,12
177,007B3085C2C2E969,177,3
178,007BF8D94DC11568,178,14
179,007C6DCC5C5FFAB6,179,4
180,007CEC1313F7F59B,180,4
181,007D76CD0B5B8CB5,181,11
182,007F3CCC1FD209F7,182,12
183,0080890F3F2E0ED5,183,16
184,00816FD4527CB4F3,184,22
185,008261517E5CFE3C,185,2
186,0084C0DF0AC36817,186,3
187,00852B8D34D0063C,187,3
188,008596ED49F56CFA,188,7
189,0086A09961743918,189,8
190,0086E6D87CE86589,190,2
191,0087046C5D9A493F,191,2
192,00871A63FD2BE6AE,192,3
193,0087E00C9F6A755C,193,12
194,0088E0C99D7D619A,194,16
195,008956E93C4455D6,195,13
196,0089728F294D36DE,196,8
197,00898F4C83D87545,197,22
198,0089B44EF2D0818D,198,45
199,008B9992FB8A4D6C,199,15
200,008C5EBAF5990200,200,4
201,008C8D857BB122C9,201,7
202,008CD3A854EC8DB5,202,14
203,008E7C8E99F83E9C,203,12
204,008E9F6637CEAF59,204,4
205,009018398EE8C747,205,12
206,00908B21DB0BA853,206,6
207,0090A5488536D72A,207,3
208,009158840673F502,208,6
209,0091AE1BB8438CAD,209,24
210,009324DE60811E06,210,3
211,00935229CFE6E499,211,5
212,009456754A796B4B,212,11
213,009486FC78EA2DF4,213,6
214,00953DE54929CBED,214,15
215,00972FADB69E1D4C,215,33
216,009828C9DDE815B7,216,3
217,009955089796CE0C,217,6
218,009962D7D424D489,218,6
219,0099F39A860B3065,219,5
220,009AF66180B30023,220,10
221,009BFECFBEE45E12,221,5
222,009C39DF8B81FEDA,222,17
223,009D49F6DCC87765,223,2
224,009DC4B72936FB7F,224,2
225,009F5D6BD0B519EB,225,13
226,009F77AEA17D13AD,226,17
227,009F9A5B75D2851D,227,2
228,00A059D0ED954902,228,2
229,00A099C3F0ECDC96,229,26
230,00A0AAF85598251C,230,3
231,00A12E71CA432BB9,231,3
232,00A1EF55303B2A0E,232,12
233,00A24F116CD34009,233,4
234,00A29327861322EE,234,20
235,00A31960C9C84164,235,11
236,00A3A4FFB3FF3F14,236,5
237,00A3AE778803286D,237,11
238,00A3F88F6BE0DA6C,238,27
239,00A524CB63D48F09,239,2
240,00A76E0B5CC07F85,240,5
241,00A79364E561237B,241,10
242,00A83862D8B1D13F,242,26
243,00A876A918E3D7DE,243,3
244,00A89B53F07E9BA9,244,8
245,00A8D766B0D3C85A,245,9
246,00A8E65482F78F8B,246,8
247,00A9AEE606BB33EB,247,6
248,00AA83B46BB1D9D8,248,17
249,00AAC84D5824AE9D,249,2
250,00AC251EAA9CAA13,250,15
251,00ACFA8EE673A528,251,16
252,00AD0B5BC79B5277,252,6
253,00AD2DACDEED595A,253,6
254,00AD56BE1FEF7CCA,254,19
255,00AD62D7A9D7A1D2,255,2
256,00ADBF66B31AF646,256,30
257,00AE0BB1EF09C580,257,4
258,00AECACA6B8A0D38,258,4
259,00AF4A66C234A0E1,259,4
260,00AFAB82587E6EE4,260,11
261,00B1AD75CDE048A7,261,22
262,00B3103E86F0ECC3,262,10
263,00B314B4D873AA0A,263,3
264,00B34B7A44A42C48,264,13
265,00B37C41AC4B9437,265,4
266,00B3B5373C3A1ABC,266,29
267,00B3EEAA74B4F9D5,267,2
268,00B4FE95CCB2DC35,268,9
269,00B5B43EBFAA5D7D,269,19
270,00B7829F2C15D675,270,18
271,00B7BB906790E7FE,271,4
272,00B8CCB96E6586C2,272,7
273,00B8DA742C83DF11,273,7
274,00B98C91D9CC6B59,274,23
275,00B9F6B79548B903,275,5
276,00BA65C8B5E1F746,276,4
277,00BAAE732E081520,277,30
278,00BC9D0766CD1D09,278,19
279,00BEC7C65B4109F4,279,24
280,00BF203869D2150F,280,12
281,00BF61DF1BB5372F,281,9
282,00BFCC43B59E9DA5,282,21
283,00BFDA47ECC2AE96,283,7
284,00C0A13395493F5B,284,5
285,00C133D7EF085CE3,285,16
286,00C1BE5C9476D5DC,286,11
287,00C1D4A46D89D3EB,287,5
288,00C231115193982F,288,17
289,00C3A3464FD14413,289,16
290,00C46F383673AF07,290,6
291,00C4B5265FFE8ED4,291,9
292,00C5C1D89253ABA1,292,11
293,00C5C7859CCD64AF,293,11
294,00C695FA70066F60,294,3
295,00C88565EF04C377,295,7
296,00CA149082626FF5,296,28
297,00CA57A84BF48FEA,297,10
298,00CA641F238EE759,298,5
299,00CBA4E21DB2785D,299,2
300,00CE9461BC353B23,300,15
301,00CEC2EDD5DC630B,301,9
302,00CEE984AB55FF25,302,21
303,00D0E1136CEFF956,303,9
304,00D0EECF1DFC1D34,304,3
305,00D1E694D982B6B4,305,12
306,00D217459E9B101B,306,21
307,00D252B6DCEEC74C,307,17
308,00D3C59C4BD5D9E0,308,5
309,00D415DEF6CB9541,309,14
310,00D4397AA10F0D5C,310,2
311,00D44D4AD9127323,311,18
312,00D45E878CAB859A,312,17
313,00D4AB8F4F4332DC,313,11
314,00D4D90E69030E2D,314,4
315,00D587B51B5DF594,315,12
316,00D5D87F294FDE95,316,15
317,00D69C91583ABB8C,317,8
318,00D72AFC5C1F0440,318,7
319,00D734366FC9542D,319,26
320,00D744491CCFFCD7,320,11
321,00D9CDA1D3721D9C,321,12
322,00DA283EFF3D5802,322,11
323,00DA58CE1D28F76B,323,9
324,00DC0B364EA5D366,324,3
325,00DD4E7E715D629D,325,30
326,00DD96C20C583B47,326,3
327,00DDAFAAA5AC2CC6,327,20
328,00DF37E3703BB409,328,17
329,00DF6B01010EFED7,329,12
330,00DFFA245504ED05,330,8
331,00E0012D4EC68A6F,331,22
332,00E0AFCE4A81A3B7,332,3
333,00E0B5496C77A22F,333,3
334,00E101C9A90C6141,334,17
335,00E1401709FF680D,335,18
336,00E1764F8BE08B04,336,21
337,00E17C0409FB7631,337,11
338,00E19A3CF9969379,338,6
339,00E1EB2F53055733,339,6
340,00E225C742633EEC,340,8
341,00E3CD2F62CC5A92,341,9
342,00E3F632113A114F,342,7
343,00E51EB0F19D700C,343,15
344,00E60DBC6938C5DB,344,13
345,00E764873525D2B2,345,27
346,00E7E318B31406E2,346,14
347,00E8116DC1B40F39,347,20
348,00E9C695AA20B151,348,21
349,00EAA22905097EE0,349,3
350,00EAC9C5CA650E20,350,20
351,00EB59647B5C5C76,351,5
352,00EBE6460CF80826,352,13
353,00EC8C331DF63C6A,353,7
354,00ED097FB01C173A,354,11
355,00EDAF52571906C2,355,17
356,00EDCEFF625423C3,356,3
357,00EE19AF347F3F43,357,3
358,00F0175C10EEEDD8,358,2
359,00F11E969A9768EC,359,17
360,00F15F57C1D383BC,360,13
361,00F1C2C9ECF1413A,361,3
362,00F1D9D7244177E0,362,5
363,00F25E042AA35395,363,4
364,00F2A0689516755F,364,35
365,00F2E088F6C32B4A,365,22
366,00F5778664EE6362,366,20
367,00F69CC7DA67BE5D,367,18
368,00F6CCBA2B080D9C,368,21
369,00F75295A58886E3,369,14
370,00F82BDE236300FA,370,14
371,00F92D69598ABBC4,371,2
372,00F98B86F0D4F623,372,3
373,00FA2D4119A08CE5,373,5
374,00FA43FC581E2049,374,3
375,00FA5F665D2E7761,375,16
376,00FB54937BEF464D,376,4
377,00FCB9B521FAF41B,377,6
378,00FF6782CAFE6201,378,24
379,010074EDAB022B43,379,2
380,0101EC177F73FFB6,380,2
381,0103BFA7E36CE23D,381,17
382,0104A91FC9806A9D,382,6
383,010671B113285555,383,8
384,0106EDED610A085F,384,5
385,01072F738FD23486,385,22
386,0107E8CA1E81FA16,386,25
387,0108A91773AF6BE7,387,16
388,0108DCAA1B32C75E,388,11
389,0109D05910ECFD0F,389,15
390,010AAC7C182906DA,390,4
391,010ACEB81DC3A50F,391,20
392,010B160491947698,392,7
393,010BE4F3090CCA5D,393,4
394,010C9CF9965CB853,394,8
395,010CD852619775D5,395,2
396,010CFA95123ECD56,396,7
397,010D79354B40CC4D,397,9
398,010DF55A5D1EC256,398,25
399,010EA52B148328F4,399,3
400,010EB2E300BB32C1,400,5
401,010EE0500D4D6598,401,12
402,011170FBDA39FCD6,402,35
403,011183618352F5AF,403,2
404,011214A2A6D4A02E,404,7
405,01124162F2AA5EAC,405,7
406,0112AA5FD3B248F3,406,17
407,01131A51A09E78DF,407,27
408,011383F74FCF9210,408,23
409,011438011B5150DA,409,2
410,011471B5E01D8E2F,410,5
411,0114861C4A843C22,411,9
412,01171716EADBF0A7,412,29
413,01174A1246A5528A,413,8
414,01176B51B284F10A,414,23
415,0118241F80C058D5,415,25
416,0118CC7B831CA478,416,7
417,01195261E2582765,417,10
418,011977C392795BB4,418,9
419,01198E4B4370F820,419,2
420,011A0FDD4A553F00,420,8
421,011A1C929A828BE5,421,8
422,011A67FDA25E1CA2,422,6
423,011B17AA20F7827B,423,3
424,011BA14EF7686777,424,9
425,011DAADC00A5744F,425,15
426,011E34A417485D9A,426,2
427,011E6D7740A2D360,427,6
428,011E795C032B75CB,428,3
429,011ECCEF24E16269,429,5
430,011F53621E524090,430,4
431,011FC7F908953244,431,13
432,0120519B51AF14E8,432,2
433,01208F3653D0C6B9,433,5
434,0120A2515FEF3E0C,434,3
435,0120B429DDD42446,435,2
436,01214577DDE65C44,436,5
437,01218980D0A37AA3,437,5
438,0121EB42E3A8F7DB,438,17
439,01224669E37E0E58,439,3
440,0122C102C1AB3791,440,2
441,0123C86F8ED5BE53,441,9
442,01245ABDF01BB542,442,10
443,012513DD4B690459,443,3
444,01255EF0EA75009B,444,4
445,0126E7AD33A4D236,445,4
446,0126FE7B9F926ACC,446,12
447,0127279E0EAD140E,447,8
448,01287D6D45FFD10E,448,11
449,012AF2E563BFAE3A,449,2
450,012B9F6F61DEA2E8,450,9
451,012BD78BF992FC6D,451,20
452,012C7D845655F22A,452,25
453,012D008C4565AEA0,453,2
454,012FB0C5F72656DB,454,19
455,0130505F914C399B,455,10
456,01321475A3E61653,456,12
457,013364184C400BC6,457,4
458,01344850D38D5A20,458,13
459,0134D7CCCF2A3045,459,5
460,013543B9B915C7FD,460,23
461,0135EEE436F8CF6F,461,4
462,01378D18EF827945,462,6
463,0137D7EE7DDA1082,463,4
464,1.38689E+14,464,3
465,01398635B99F6B5F,465,15
466,013C72E3E1FB9ADA,466,2
467,013F6339477CA99C,467,37
468,013FB6177B365F4B,468,5
469,01400CE29CD58F24,469,4
470,014078DCC40C1250,470,2
471,01407F9936ACE5F9,471,2
472,0141C2D0AADA7971,472,6
473,01436C81E3BF633A,473,21
474,0143D8FC5A561EE6,474,38
475,0143E375850FFA04,475,12
476,0144CB510F9AC15D,476,16
477,0144E4AD35C1E013,477,2
478,01450F3BFAF868AB,478,5
479,0146CD7609D597FB,479,9
480,01473D2BEF707F0B,480,5
481,0148094AB90C4DAC,481,2
482,014820D4F26CE4EF,482,7
483,014889298C353CC9,483,5
484,0148EAFAA30A5177,484,5
485,0148FA4D964196B9,485,10
486,0149386D7663E5E4,486,13
487,014A00BC19DF44F7,487,19
488,014B2EB6E5E1B4F8,488,21
489,014C30EA415D8D65,489,11
490,014C4003565D9DC3,490,2
491,014CA977F42496B5,491,5
492,014F0D11381BD917,492,14
493,014FBB0F004CD0D3,493,30
494,014FC84D6B310DF7,494,14
495,01500F382365AC98,495,15
496,0151259D1A09C391,496,14
497,01529CBEAC2391E2,497,3
498,01540EC5BFB72F5F,498,11
499,0154D6597FD3BAEF,499,2
500,0154F0B0E9C49F14,500,15
501,015503A386B461A5,501,5
502,0155ED4DC5D5BB64,502,20
503,0157745D567B04CA,503,15
504,015878EC18967998,504,16
505,01591415402FE8F9,505,3
506,015C11D18274F208,506,17
507,015E08165A28B3F4,507,2
508,015F22F8F8D177BD,508,4
509,015F2A6B223128D3,509,3
510,015FD66F487AF1D1,510,14
511,015FE99CA9A38DD4,511,12
512,01604C3B556A62EE,512,2
513,01606C508C27364B,513,3
514,01615927CBE21E1A,514,26
515,016255FF58067466,515,7
516,016399415FED8069,516,9
517,016546A510549CFD,517,2
518,0165FEA596336020,518,41
519,0167E610BF012C5F,519,26
520,0168E4539C21ACB5,520,13
521,016983F5ACCC268D,521,7
522,016A339CB929540A,522,3
523,016AF6018A13CA87,523,3
524,016B6A4B092EE03A,524,17
525,016C95418559747B,525,2
526,016DF84ABC2C9F50,526,12
527,016EFD1E2FBB34D2,527,13
528,016F19F7DC89014A,528,3
529,016F304939066A9F,529,15
530,016F9D3D62232BD6,530,9
531,016FDAF99489C443,531,3
532,017004EE196A84D8,532,3
533,0170AF4AB1817AA1,533,19
534,0170D000FF94C93A,534,3
535,01716FB2766CF03E,535,16
536,0171D7124D6179B5,536,3
537,01725D7DD6EF9D31,537,39
538,0172CCEC78259DAA,538,30
539,01746953BFCC0706,539,20
540,0174B812FD1409F8,540,2
541,01788B39761B43F6,541,4
542,017897F52F312841,542,11
543,0178FE7259152272,543,10
544,017935D2A633BADC,544,11
545,017A6043232C6803,545,7
546,017A6CDB453B1C24,546,9
547,017AB359F6146BFA,547,5
548,017B577430DD02B3,548,9
549,017C4827D5D7B7D0,549,3
550,017D627D8EC2178B,550,3
551,017E51FC184F38CD,551,3
552,017F61C43129132D,552,3
553,017FDBC4FF993754,553,19
554,0181F33A14B0A9B1,554,4
555,0183732A7CADF17F,555,18
556,01846FE0218FB640,556,18
557,0184D3EBF182636F,557,2
558,01863FA0340F752B,558,4
559,01867F3DC82C1152,559,8
560,0186D596E0A00689,560,18
561,0186F72D5023A5CC,561,7
562,018867AF04760805,562,2
563,01890B3AA6F34D9B,563,19
564,0189F613B9A20C0F,564,11
565,018A79C89E39E7BD,565,14
566,018B6CF3784F7527,566,7
567,018B82027E7C6A7F,567,9
568,018C96AE256D992D,568,17
569,018CE6C267657026,569,21
570,018D2AF3D3606BAE,570,6
571,018D896E261BE377,571,15
572,018DAC42161C7D8C,572,3
573,018E000A26EA75E8,573,8
574,018ECB28EF843639,574,4
575,018F7088FEEE7686,575,9
576,018F8AD3B61E33C9,576,13
577,018FB62015A24ED1,577,23
578,0191FACDFB534667,578,24
579,0192879ECDBB0CD2,579,2
580,01937DD91FB400F2,580,7
581,0194AE94CD60EA82,581,11
582,0194FB2A0215E489,582,13
583,0195854951CCF8F6,583,10
584,0197FBD1900A8155,584,10
585,01984FD0BE431CEC,585,5
586,01989B1054416955,586,6
587,0199A59C0739F1FD,587,7
588,019A061FF2B20873,588,9
589,019B2D332FBEA6AE,589,17
590,019C093D8067FD82,590,3
591,019C37FA424723C4,591,4
592,019C52C3BF0354EB,592,13
593,019E26598C0AA02F,593,28
594,019E8EFE59939030,594,16
595,019EDAE8C2E8F91C,595,5
596,019FF786BCBE3846,596,2
597,01A01999A0EE76C0,597,8
598,01A1242788EFC00B,598,14
599,01A1F39047F902E5,599,12
600,01A6CC5E19ECE5E1,600,2
601,01A6E6B8A247B949,601,6
602,01A74771D5C63491,602,19
603,01A7A62864A3A740,603,2
604,01A8690358838AF6,604,4
605,01A9793B0AEA4FA7,605,15
606,01AA1AF64BA6E179,606,2
607,01AA92E4B65BFF48,607,4
608,01AB0BDA771F6DDD,608,11
609,01AB29ED904961A0,609,42
610,01AC99DD20D63775,610,26
611,01AD095CD3982AA0,611,23
612,01AE577B1D7216B4,612,4
613,01AE5DBC461E36A6,613,2
614,01AECD25C56914DD,614,8
615,01AFCE84D4408B44,615,24
616,01B0A6D2EB28DE94,616,9
617,01B0C7768029D36E,617,5
618,01B0EDDE7C1FB92A,618,13
619,01B1E3DF86C5EA90,619,19
620,01B1EC41C8A4DD8A,620,21
621,01B2113FF8921658,621,5
622,01B35A99B58AF122,622,12
623,01B377E0F6C73BD6,623,3
624,01B39F3B549322F5,624,8
625,01B4016867435D95,625,3
626,01B40B894838D178,626,3
627,01B4D15F8C0B2A4B,627,31
628,01B6C964562C844E,628,2
629,01B8D8C8EEE2A610,629,3
630,01BA1D9664FC6617,630,8
631,01BC85F0B6AD94A3,631,8
632,01BC9FDA277D732A,632,2
633,01BE068774EBC9CC,633,10
634,01BFBD249EB867A2,634,6
635,01C030756598DEA3,635,3
636,01C09586681A98E2,636,3
637,01C0C0359BE95658,637,3
638,01C1A6A484B3DF4F,638,12
639,01C2069014FD3CA0,639,6
640,01C211F70CD37F6D,640,7
641,01C471B8AF3C370B,641,5
642,01C49D96C6879AE1,642,4
643,01C4E5432B6D9162,643,6
644,01C4EF3832D60AB3,644,6
645,01C52BAA77F1715B,645,15
646,01C622F648E8DF2C,646,2
647,01C63DC6BAAFDD35,647,7
648,01C6BB27E2E556B7,648,4
649,01C73FA7B0BBC5E8,649,4
650,01C79713D7E451C2,650,5
651,01C856451460C184,651,40
652,01C89D527E37B1AC,652,21
653,01C98E8564DB4F04,653,14
654,01C9A9E7B765EEB4,654,2
655,01CB5363ECED0BF6,655,8
656,01CD3F6D247B83DA,656,32
657,01CD7E43522B8532,657,2
658,01CE1D3D2962A329,658,7
659,01CEC2FCAEF9574E,659,8
660,01CF001F4E846D51,660,4
661,01D0F8183663A2B8,661,36
662,01D12F5FFD0BA2C9,662,15
663,01D248F1A8381FBB,663,9
664,01D2775F0FDD0ACD,664,3
665,01D2E0097E954EA0,665,3
666,01D44A0F9D9C1221,666,11
667,01D4796C372856AF,667,3
668,01D5A06641BD37F0,668,3
669,01D62D5044311D42,669,3
670,01D729B50E082339,670,3
671,01D79110E8A5CFE3,671,11
672,01D9714E4273B5E5,672,11
673,01DBC3AD0E921BA8,673,9
674,01DC332105B91A58,674,6
675,01DD154FED85F91F,675,6
676,01DD24D1FC524578,676,13
677,01DD68FBEA8390BA,677,25
678,01DF2F514C325D2E,678,9
679,01E0AAC4D157787E,679,25
680,01E24F98E8C36F98,680,11
681,01E25AB16B75375D,681,6
682,01E31DD3AAB4865C,682,6
683,01E3CE16589BFA5C,683,2
684,01E46CDF21B2DECE,684,8
685,01E583231E2316E3,685,2
686,01E58EEB9E2E69F3,686,16
687,01E5BB15A6EDF165,687,8
688,01E61E2B159E2C86,688,10
689,01E687FEF16FC9A1,689,36
690,01E6C7E554F8AB64,690,20
691,01E7E5288E4CDEB7,691,9
692,01E83EF9E60304FC,692,3
693,01E84B816C681250,693,2
694,01E871C5578A46D9,694,8
695,01EA201272541672,695,13
696,01EA38881B41F187,696,2
697,01EA597AE889A5AA,697,7
698,01EB5E807FE19EF1,698,11
699,01EB7567DD5AC4FB,699,16
700,01EBB54B9BECC38D,700,4
701,01EE40BA2D8D211E,701,19
702,01EEA1097D87CD5C,702,5
703,01EFC519E52BCFB5,703,12
704,01F21DF689989E32,704,2
705,01F229B306C41A45,705,9
706,01F355FC57876C48,706,2
707,01F361F923DF1483,707,30
708,01F393918CF10B3C,708,10
709,01F39F737979185C,709,15
710,01F5398C0A8AB069,710,6
711,01F6B05FA2CF2D5C,711,4
712,01F6DD956764F6F5,712,4
713,01F6EB2FF304A524,713,2
714,01F713631EA5E0A0,714,2
715,01F724C747EE5E12,715,12
716,01F75065F6D7D5A1,716,26
717,01F8991142070995,717,25
718,01F8B469A817FAA5,718,5
719,01F990A074302A06,719,2
720,01FA1DB451580715,720,18
721,01FA97E4EDEE34C3,721,16
722,01FDA8153AE6FF2C,722,3
723,01FDBF94B1FDACA9,723,2
724,01FE2A410C5A9FDB,724,12
725,01FFB6DBCB0F3071,725,5
726,01FFC3C688278CB1,726,4
727,02000C581138169D,727,14
728,02006CE7E90B6543,728,2
729,0200B1BF42DD85DC,729,22
730,0200BE6346A203A1,730,5
731,020130AE995A8BFE,731,14
732,020151C2D4F97228,732,2
733,020181407F494CD3,733,12
734,02021CF7E3AF1515,734,7
735,02022BC45DDFFCF6,735,16
736,02038176F1E10EC6,736,2
737,0204BE71A118284E,737,15
738,020730AF059EBDEF,738,3
739,0207DB0DFE677070,739,6
740,020823FACDC6EBD3,740,5
741,02082F40A0B67565,741,2
742,02083FDF2851E888,742,16
743,020930C0F7A5AE3E,743,3
744,0209C6659BF65E9A,744,3
745,0209CF6628BEF005,745,11
746,020B5D581BF9A104,746,2
747,020BFC051CEB6F51,747,8
748,020C461684DF7B0B,748,8
749,020DD36DE583578D,749,2
750,0210693ADC47A601,750,2
751,0210B6B5C79B59B5,751,32
752,0211459AE607E64D,752,25
753,02123879B481A1E9,753,7
754,0212A6B21FBC178B,754,4
755,021359A9A2BA2474,755,10
756,021388D962F1EAC4,756,11
757,02157918391563C0,757,2
758,02159F0D9B53B1F3,758,12
759,0215E10FB4879760,759,6
760,0216084F32329302,760,8
761,0216A29D41E51C6C,761,6
762,02174A395E87A811,762,3
763,021A664DF5F97259,763,21
764,021A8A3D84A2B709,764,6
765,021A9E5419F050FD,765,3
766,021D36BB20A068E1,766,15
767,021DA694C3E6AAD1,767,2
768,021E2AAC1D67D4E8,768,2
769,021EAB06F6B4200F,769,12
770,022338FE5A53F40F,770,2
771,02239859690EA792,771,8
772,0224E0B59BFEE3F1,772,3
773,0225FCFCF6CA590E,773,5
774,02286797DDD0B0C2,774,6
775,02286DB7596AE59D,775,4
776,0228DA71ACDB5F00,776,4
777,022901035AEDFBD9,777,9
778,0229EB7054B12A5D,778,17
779,022AAD79FF08D8D1,779,3
780,022B30F18CB420D5,780,43
781,022BD6B3479650C0,781,3
782,022C24769C92CEE2,782,2
783,022C318B150347A3,783,17
784,022C5FA2192EC019,784,11
785,022D954201BBD957,785,9
786,022DA9A3E9F35206,786,25
787,022F3950CE383F0D,787,5
788,022F408A8764FD53,788,8
789,022F536CD8EE9483,789,14
790,022F796370729625,790,4
791,0230E27D04FAA97C,791,8
792,0231B265F037A4B7,792,3
793,02322E1D09CAB3B2,793,2
794,02336A226365BD23,794,13
795,02340B8A45B41F95,795,3
796,0237D9CFF389F89F,796,15
797,0237E6D6080003CA,797,24
798,02385C2F02D7AF5D,798,12
799,02398CF3AC5A91B1,799,2
